Name,Profile,Project,Status,Cluster,PCs,PHours[1],VMs,Created,Expires,
management-node,multi-node-cluster,UCY-CS499-DC,ready,Clem,1,2.88,0,"Feb 23, 2025","Feb 24, 2025",
